occupation,count,corrected_occupation
Ladies Maid Domestic Servant,45
Lenen Weaver,45
Manufacturer,45
Maternity Nurse,45
Not Married,45
Nursery Maid,45
Parlor Maid,45
Retired Clerk,45
Rover in Spinning Mill,45
Shop Keepers Daughter,45
Stud Groom,45
Sub Post Mistress,45
Tea and Wine Merchant,45
Blacksmyth,44
Builders Labour,44
Chair Maker,44
Cycle Fitter,44
Farmeress Daughter,44
Gardener D. Servant,44
Gl. Labourer,44
Grand Daughter,44
Grocer's Clerk,44
Herd and Farmer,44
Hotel Servant,44
House Joiner,44
Itinerant,44
Linen Cambric Weaver,44
Miles Man,44
Milkman,44
Mill Worker in Thread Factory,44
Plummer,44
Porter Railway,44
Pupil Midwife,44
Retired Coachman,44
Retired National Teacher,44
Seampstress,44
Server,44
Shepherd's Wife,44
Spool Winder,44
Spreader in Spinning Mill,44
Stone Carver,44
Tinker,44
Wood Ranger,44
(General) Labourer,43
A. Labourer,43
Agricultural-Labourer,43
Barrack Servant,43
Chartered Accountant,43
Dairy Assistant,43
Dressmaker Apprentice,43
Electric Engineer,43
Ex Soldier,43
Farmar,43
Farmerss,43
Farmour,43
Fishdealer,43
Flax Merchant,43
Flax Spinner in Thread Factory,43
Flax Spreader in Mill,43
Gen Servant-Domestic,43
General Servant. Domestic,43
Grocers Assist,43
Grocers Asst,43
Grocery,43
"Housemaid, Domestic Servant",43
Machanic,43
Mill Worker Doffer,43
Picture Frame Maker,43
Retired Baker,43
Retired Gardener,43
Sch,43
School girl,43
Shipping Agent,43
Shoemaker Master,43
Shop - Keeper,43
Shopkeepers Daughter,43
Striker,43
Thread Winder,43
Waver,43
Whitener,43
Whitesmith,43
Winder-Linen,43
A Nun,42
Attending Shool,42
Coachmaker,42
"Coachman, Domestic Servant",42
Coal Factor,42
Cutler,42
Cycle Engineer,42
Doffer in Linen Mill,42
Draper's Clerk,42
Drapery Traveller,42
Excise Officer,42
Farm Labourer Domestic,42
Flax Winder,42
Foul Dealer,42
Gas Worker,42
Gatekeeper,42
General Law Clerk,42
General Medical Practitioner,42
General Sevt Domestic,42
Grocer Shop Keeper,42
House and Land Agent,42
Landlady,42
Linen Factory Worker,42
Magistrate Farmer,42
Marine Fireman,42
Miles Man on Railway,42
No Occupation Supported by Friends,42
Not At School,42
Paper Maker,42
Parlourmaid-Domestic Servant,42
Plumber Master,42
Policemans Son,42
Quary Labourer,42
Retired Blacksmith,42
Salior,42
School Attendant,42
Scoler,42
Sergeant R.I.C,42
Servant Nurse,42
Shopkeeper's Daughter,42
Working in Factory,42
Blacksmith Apprentice,41
Boot Finisher,41
Cattle Dealer and Farmer,41
Charwomen,41
Commercial,41
Discharged Soldier,41
Dock Labour,41
Doffer Flax,41
Domestic Assistant,41
Domestic Servt General,41
Engine Fitter in Works,41
Farmer's Daugh,41
Fitter at Works,41
Flax Buyer,41
Flax Carder,41
Flax Machine Boy,41
G. Servant,41
Herd Daughter,41
Income,41
Labour Agricultural,41
Labouring Class,41
Lauborer,41
Laundry Maid Domestic Servant,41
Marble Mason,41
Marble Polisher,41
Mill Sawyer,41
Mill Worker Reeler,41
Millinery,41
Monitoress,41
Nurseryman,41
Office Messenger,41
Plain Worker,41
Railway Foreman,41
Retired Civil Servant,41
Road Steward,41
Schools,41
Shopman (Drapery),41
Shorthand and Typist,41
Sisters of Charity,41
Stable Helper,41
Tailor's Apprentice,41
Tailors Daughter,41
Teacher's Daughter,41
Telegram Messenger,41
Timekeeper,41
Tobacco Worker,41
Twister,41
Van-Driver,41
Weigh Master,41
Workhouse Master,41
Working on the Farm,41
Apprentice Plater,40
Apprentice Shoemaker,40
Attending Scool,40
Butter Buyer,40
Carpenter and Builder,40
Carpenter's Son,40
Coach Fitter,40
Damask Tenter,40
Doctor,40
Farmer Daugh,40
Farmer-Daughter,40
Fishermans Daughter,40
Foreman Carpenter,40
Gen Domestic Servant,40
Grand Son,40
Home House Keeper,40
Hotel Boots,40
House Keeping at Home,40
House Parlour Maid Domestic Servant,40
House-Maid Domestic Servant,40
Income From Land,40
Iron Shipwright,40
Iron Works Labourer,40
Labiour,40
Labourer Gnl,40
Labourer in Bleach Works,40
Labourer in Rope Works,40
Labr,40
Labrs Wife,40
Land and Dividends,40
Machanist,40
Master Builder,40
Medical Assistant,40
Merchant Grocer,40
Nat. Sch. Teacher,40
No School,40
Policeman's Son,40
Railway Messenger,40
School Pupil,40
Sholor,40
Slate Maker,40
Tea Dealer,40
Tin Plate Worker,40
Trader,40
Tramway Conductor,40
Undertaker,40
Warehouse Worker,40
White Worker,40
2nd Engineer,39
Apprentice to Carpenter,39
Asst House Keeper,39
B Smith,39
Boat Maker,39
Buttler,39
Cab Owner,39
Clerk in Office,39
Clock Maker,39
Collector,39
Commercial Traveller Drapery,39
Const R I C,39
Domestic Employment,39
Domestic General,39
Domestic Nurse,39
Domestic Servant Gardner,39
Ex Teacher,39
Farm Laberour,39
Farm Servan,39
Farmers Dauther,39
Fire Brigade Man,39
Foreman Baker,39
Fowl Merchant,39
Fruit Vendor,39
G Domestic Servant,39
G. Servant Domestic,39
House Keepers,39
House Parlour Maid,39
Income Derived from Dividends,39
Labourer Agricult,39
Labourer in Brick Works,39
Ladys Maid,39
Land Lord,39
Linen-Weaver,39
Lodginghouse Keeper,39
Master Shoemaker,39
Muslin Sewer,39
Niece,39
Photographic Artist,39
Railway Stoker,39
Retired Farmeress,39
Retired Policeman,39
Sergeant R I C,39
Sheet Metal Worker,39
Steward and Gardener,39
Tutor,39
Woollen Manufacturer,39
Agricultural Farmer,38
Apprentice to Grocery,38
Attendant in Asylum,38
Billard Marker,38
Book Seller,38
Caretakers Wife,38
Cattier,38
Cattle Driver,38
Christian Brother,38
Christian Brother (Novice),38
Clerk (Commercial),38
Dealer in Clothes,38
Domestic Worker,38
Drapers' Assistant,38
Engineer at Works,38
Farm Laborour,38
Farmer Scholar,38
Farmer's D,38
Flax Reeler in Mill,38
Flax-Dresser,38
Flour Mill Labourer,38
Frame Maker,38
Home Housekeeper,38
House Helper,38
Laundry Smoother,38
Machinist Clothing Factory,38
Not a Scholar,38
Outfitter,38
Overseamer,38
Plumber Apprentice,38
Publicans Wife,38
Quay Labour,38
Retired Sailor,38
Retired Shoemaker,38
Schol,38
Seamsterss,38
Sewing Agent,38
Shool Boy,38
Shop keeper,38
Shopkeepers Son,38
Spinner (Mill),38
Stoker in Linen Factory,38
Sugar Boiler,38
Surface Labourer,38
Washer-Woman,38
Water Inspector,38
Weaver Wool,38
Wollen Weaver,38
Agracultural Labourer,37
Assistant Shop,37
Barrack Labourer,37
Book-Binder,37
Brigidine Nun,37
Carowner,37
Char Women,37
Chimney Sweeper,37
Civil Service Clerk,37
Commercial Traveler,37
Constable R I Constabulary,37
Corpenter,37
Dressmakers,37
Factory Hand-Milk,37
Fancy Boxmaker,37
Farm Labourer Agl,37
Farmer and Grazier,37
Genl Labour,37
Grocer and Provision Merchant,37
Grocer and c,37
Grocers Manager,37
H Wife,37
Hacklemaker,37
Handkerchief Smoother,37
Hardware Shop Assistant,37
Hous Wife,37
Independent,37
Iron Fitter,37
Labourer in Dye Works,37
Labourer in Linen Works,37
Laburer,37
Land,37
Lay Sister,37
Limestone Quarry Labourer,37
Linen Smoother,37
Linen Spreader,37
Machine Feeder,37
Magistrate and Farmer,37
N.S.Teacher,37
Parlor Maid Domestic Servant,37
Pensioner (Army),37
Pensioner from R.I.C,37
Pichaur,37
Porter Grocers,37
Publican's Wife,37
Religious (Nun),37
Reller,37
Retired Seaman,37
Scullery Maid,37
Seamistress,37
Shopassistant,37
Signal Man,37
Sister of the Order of Mercy,37
Smith and Farmer,37
Spinner Mill Worker,37
Training as Servant,37
Unemployed Labourer,37
Weaver (Cambric),37
Widow of a Labourer,37
Actress,36
Agricultural Labourer and Fisherman,36
Assist Housekeeper,36
Assisting in Household,36
Barrister,36
Blacksmiths Helper,36
Caretaker on Farm,36
Dairy-Man,36
Daughter Scholar,36
Daughter in Law,36
Domestic Servant Kitchen Maid,36
Dressmaker's Apprentice,36
Employed in House,36
Farmer and Army Pensioner,36
Farmer's Daughter Scholar,36
Farmer's Grandson,36
Gen Laborer,36
"General Labourer, At School",36
Genl Ser Domestic,36
Hand Embroiderer,36
Hand Loom Weaver,36
Harbour Master,36
Hose Keeper,36
Hotel Proprietoress,36
Housekepper,36
Irs of Money,36
Justice of the Peace,36
Labour (General),36
Linen Weaver in Mill,36
Mason Unemployed,36
Mesenger,36
Mill Workers,36
Mineral Water Bottler,36
National Sch. Teacher,36
Newsagent,36
Nursery Governess,36
Piano Tuner,36
Policemans Wife,36
Property Owner,36
Reeler in Flax Mill,36
Reeler-Linen,36
Resident Magistrate,36
"Servant, Domestic",36
Shop Assistant Grocer,36
Shop Keeper (Grocer),36
Shopkeeper Publican,36
Shopwoman,36
Sock Knitter,36
Stamper,36
Summons Server,36
Tailor's Wife,36
Thread Drawer,36
Ward Maid,36
Warehouse Girl,36
Weaver (Damask),36
Yarn Reeler in Mill,36
Agricultural Labrour,35
Attends School,35
Bread Baker,35
Chemist's Assistant,35
Clerk in Post Office,35
Coachman Unemployed,35
Commercial Clerk Drapery,35
Cooker,35
D Servant Cook,35
Domestic Serveant,35
Drug Porter,35
Engineer Fitter,35
Factory Employe,35
Factory Land,35
Farm Land,35
Farm Servant (Domestic),35
Farm's Son,35
Farms Servant,35
Fowl Buyer,35
Furniture Salesman,35
Gardiner Domestic Servant,35
Handkerchief Ornamentor,35
Harnes Maker,35
House Maid-Domestic,35
House-Work,35
Household,35
Labouring on Farm,35
Linen Factory Weaver,35
Linnen Finisher,35
Magistrate,35
Nuns,35
P.O. Assistant,35
Parlourmaid Domestic,35
Pawnbroker Assistant,35
Pork Curer,35
R C Priest,35
Railway Labour,35
Religions and Teacher,35
Retired Builder,35
Sanitary Inspector,35
Schloar,35
Scholoar,35
Scoolar,35
Sewing Machinist,35
Shepard,35
Shop Keepers Wife,35
Shopkeeper's Son,35
Spinner of Flax,35
Sweet Maker,35
Tailor Journeyman,35
Teacher N.S,35
Warder,35
Winder in Linen Mill,35
Assists at Home,34
Brush Drawer,34
Carder in Mill,34
Children's Maid,34
Clerk (Railway),34
Clerk-Railway,34
Compositer,34
Cook Domestic Servant Unemployed,34
Cotten Weaver,34
Creamery Servant,34
Damask Designer,34
Dealer in Cattle,34
Domestic Sert,34
Druggist Assistant,34
Evicted Tenant,34
Farmer and Contractor,34
Farmer and Wool Weaver,34
Farmer's Daug,34
Float Driver,34
Frs Daughter,34
General Labourer and Fisherman,34
Grocer and Vintner,34
House-Keeping,34
Kitchen Maid-Domestic Servant,34
Labourer Agl.,34
Labourer in Corn Store,34
Lace Knitter,34
Land Agents Assistant,34
Lapper,34
Laundry Work,34
Linen Drawer,34
Linenlapper,34
Malt House Labourer,34
Malthouse Labourer,34
Messinger,34
Nurse Servant,34
Nurse Servant Domestic,34
Ostler,34
Post Office Messenger,34
Religious of the Presentation Order,34
Retired Charwoman,34
Retired General Servant,34
Scholar at Home,34
Schoolers,34
Scolour,34
Scool Boy,34
Seamstrees,34
Shirt Factory Hand,34
Shoolar,34
Son Scholar,34
Tailor Employed,34
Talior,34
Teacher's Wife,34
Town Clerk,34
Warehouse,34
Watchmaker and Jeweller,34
Yarn Spinner Mill Worker,34
(General) Domestic Servant,33
Actor,33
Agricultural Labourer Daughter,33
Agriculturist,33
Apprentice Engine Fitter,33
At Scool,33
Basketmaker,33
Beetling Engine Man,33
Braider,33
Childs Maid,33
Clerk Post Office,33
Clog Maker,33
Club Steward,33
Coachman - Domestic Servant,33
Collar Smoother,33
Cook Domestic Svt,33
Cooper and Farmer,33
Elementary Teacher,33
Engine Man,33
Ex Sergt R.I.C,33
Farmer's daughter,33
Farmers Mother in Law,33
Farmers' Daughter,33
Fireman Belfast Fire Brigade,33
Fishermans Wife,33
Fishery Instructor,33
General Practitioner,33
Hair-Dresser,33
Holder Up,33
House Keepper,33
House Steward,33
Household Business,33
"Housekeeper, Domestic",33
Housemaid D Servant,33
Insurance Inspector,33
Iron Worker,33
Kitchen Maid Domestic Servt,33
Labouer General,33
Lighter Man,33
Linen Clerk,33
Linnen Spinner,33
Marine Store Dealer,33
Mechanist,33
Night Nurse,33
Nurse (Domestic),33
Painter Master,33
Post Office Official,33
Postoffice Assistant,33
Preparer,33
Railway Accountant,33
Reeler Mill,33
Religions Order Sacred Head,33
Rent Collector,33
Road Maker,33
Seimstress,33
Servant Housemaid,33
Sewing Machine Mechanic,33
Sexton of Church,33
Ship Steward,33
Shirt Finisher,33
Shop Assistants,33
Silversmith,33
Spinner in Flax Spinning Mill,33
Teacher National School,33
Undergraduate R U I,33
Waitress Domestic Servant,33
Weaver in Mill,33
Weighmaster,33
Accountants Clerk,32
Agric. Labourer,32
Agricultural Labourers Daughter,32
Agriculturer Labourer,32
Apprentice Moulder,32
Asistant,32
Assistant Dressmaker,32
Assisting in Shop,32
Assists in House,32
Blacksmiths Apprentice,32
Boiler Maker at Works,32
Book - Keeper,32
Brewry Labourer,32
Brick Yard Labourer,32
Brickmaker,32
Cab Proprietor,32
Care-Taker,32
Carpenter (Master),32
Carpentor,32
Cattledealer,32
Chemical Labourer,32
Coach Man Domestic,32
Coach-Builder,32
Commerical Clerk,32
Commision Agent,32
Cook Dom Servant,32
Dairy Servant,32
Dairymaid Domestic Servant,32
Dealer in Vegetables,32
Domestic Servant Butler,32
Domestic Servant Housekeeper,32
Domestic Servant-Nurse,32
Drapers Shop Assistant,32
Engine Driver Railway,32
Ex Sergt R I C,32
Factory Employee,32
Farme's Son,32
Farmer and Smith,32
Farmlabourer,32
Field Worker,32
Fruit Merchant,32
Gardener (Domestic Servant),32
General Laburer,32
General Servant Domst,32
Harbour Labourer,32
Harness-Maker,32
Heater Boy,32
House Furnisher,32
House Keeper Domestic Servt,32
House Manager,32
House maid,32
Letterpress Printer,32
Linen Dresser,32
Linen Salesman,32
Linen Weaver Factory Worker,32
Mill Spinner,32
Mother Help,32
Petty Sessions Clerk,32
Porter Shop,32
Preparer in Spinning Mill,32
Reeler Yarn,32
Retired Fisherman,32
Scholar Farmer's Daughter,32
School Scholar,32
Shirt Factory Girl,32
Shop Assitant,32
Silver Smith,32
Stationary Engine Driver,32
Stationery Engine Driver,32
Stitcher in Factory,32
Tailores,32
Tape Weaver,32
Tin-Smith,32
Wards Maid,32
Weaver Factory,32
Wood Sawyer,32
Wool-Weaver,32
(Agricultural Labourer),31
(Cook) Domestic Servant,31
Agricultural Labourer's Wife,31
Apprentice Iron Turner,31
Apprentice Printer,31
Assistant Nurse,31
Assistant School Teacher,31
Bank Officer,31
Boot Shop Assistant,31
Butcher and Farmer,31
Butter and Egg Merchant,31
Car-Owner,31
Caretaker of Farm,31
Chicken Butcher,31
Coach-Man,31
Coachman-Domestic,31
Cook (Domestic),31
Cook Domestic Sert,31
Cow Keeper,31
Dividend,31
Domestic Housemaid,31
Domestic Sevt,31
Farme,31
Farmer Assistant,31
Farmer Mother,31
Farming Business,31
Fisherman's Wife,31
Flax Yarn Spinner,31
Forewoman,31
Gardner-Domestic Servant,31
Gas Works Labourer,31
Gen Servant Dom,31
Hospital nurse,31
House Maid Servant,31
Housekeeper and Farmer,31
Iron Labourer,31
Iron Turner at Works,31
Lawyer,31
Linen Weavers,31
Lock Smith,31
Machine Agent,31
Mason Labourer,31
Mason Stone,31
Merchant Draper,31
Mother in Law,31
Muslin Weaver,31
N.S Teacher,31
National Teacher and Farmer,31
Newsvendor,31
Oiler in Factory,31
Pantry Boy,31
Plumber Unemployed,31
Printer Compositer,31
Printers Labourer,31
Rabbit Trapper,31
Religieuse,31
Retired Postman,31
Scolor,31
Shcolar,31
Shop Assistant Unemployed,31
Spiner,31
Stone Mason and Farmer,31
Teachers,31
Tennant Farmer,31
Waiter in Hotel,31
Wardmaid,31
Watch Man,31
Weaver Linen Factory,31
Wheel Wright,31
2nd Mate,30
Agricul. Labourer,30
Apprentice Smith,30
Assistant Shepherd,30
Billposter,30
Biscuit Factory Worker,30
Boarding Housekeeper,30
Book-Folder,30
Bottle Washer,30
Brewers Clerk,30
Char - Woman,30
Chemists Apprentice,30
Civil Service Student,30
Clerk in Holy Order,30
Clockmaker,30
Coach Wheeler,30
Coast Guard Pensioner,30
Damask Mounter,30
Dealer in Horses,30
Delivery Clerk,30
Domestic Cook Servant,30
Domestic Servant Maid,30
Drapery Salesman,30
Drapery Shop Assistant,30
Driller in Quarry,30
Engine Fireman,30
F. Wife,30
Factory Boy,30
Farm Herd,30
Farmer and General Labourer,30
Farmers Grandson,30
Farmers Step Daughter,30
Fisher-Man,30
Fisherman and Labourer,30
Gardener D Servant,30
General Assistant,30
General House Servant,30
General Labouring Man,30
General Workman,30
Gnl Servant Domestic,30
Grocer and Baker,30
Hackney Driver,30
Hardware Dealer,30
House Made,30
House Work at Home,30
Household Servant,30
Housekeeper (Domestic),30
Housemaid Servant,30
Huxter,30
Income from Property,30
Institute R V M,30
Iron Founder,30
Labourer Agril,30
Labourer Agrl.,30
Labourer in Bakery,30
Labourer in Woollen Factory,30
Laundress-Domestic Servant,30
Law Messenger,30
Lay Brother,30
Lighterman,30
Linen Tenter,30
Linen Trade,30
Linen Yarn Weaver,30
Linnin Weaver,30
Living on Dividends,30
Locksmith,30
Messenger in Shop,30
Nursery Maid Domestic Servant,30
Office Assistant,30
P O Assistant,30
Patternmaker,30
Peintent All Laundresses Employed in Good Shepherd Convent,30
Plumbers Apprentice,30
Private Gentleman,30
Probationer,30
Railway Ticket Collector,30
Registered Druggist,30
Retired Servant Domestic,30
Scholar Farmer's Son,30
Servent Domestic,30
Sewing Machine Agent,30
Ships Steward,30
Shirt and Collar Cutter,30
Shoe - Maker,30
Shoemakers Wife,30
Stereotyper,30
Tailorers,30
Tambourer,30
Teacher Nat School,30
Trunk Maker,30
Van-Man,30
Work Man,30
Works at Home,30
Agricultural Labourer Shepherd,29
Agril. Labourer,29
Apprentice Iron Moulder,29
Army Pensioner Infantry,29
Assistant Keeper,29
Assistant Matron,29
Asst Matron,29
Begger,29
Biscuit Factory,29
Card Cutter,29
Carpenter Joiner,29
Children's Nurse,29
Church Sexton,29
Cleaner,29
Compositor Printer,29
Cook D. Servant,29
Cooper Master,29
Dockyard Labourer,29
Doffer (Linen),29
Domestic Servant Genl,29
Drapery Sales,29
Farmer and Mill Owner,29
Farmer and Seamstress,29
Farmers So,29
Farner,29
Finisher Clothing Factory,29
Fitter in Foundry,29
Flax Hackler,29
Frs Son,29
Furniture Packer,29
General - Domestic Servant,29
General Sert Domestic,29
General servant Domestic,29
Gilder,29
H Car Driver,29
Helper in House,29
Herd Domestic Servant,29
Herd Son,29
Herd's Man,29
House Keeper (Domestic),29
House Trainer,29
Inmate of Charitable Institution,29
Intrest on Money,29
King's Scholar,29
Laberor,29
Labour Farm,29
Labour Quay,29
Lady Help,29
Land Property,29
Leabourer,29
Linen Packer,29
Linen Weaver Linen Factory,29
Linen Weaver Unemployed,29
Linin Weaver,29
Living on Charity,29
Lodging-House Keeper,29
Machine Oiler,29
Member of Teaching Order of Religious,29
National Sch Teacher,29
Nurse Mental,29
Occupation None,29
Owner of House Property,29
Painters Labourer,29
Penitent All Laundresses in Good Shepherd Convent,29
Pinafore Stitcher,29
Post Messenger,29
Postal Clerk,29
Practising Barrister,29
Reeler Mill Worker,29
Ropemaker,29
Scholars Attending School,29
Schoolor,29
Servant-General,29
Servants Child,29
Setmaker,29
Sewers,29
Sewing Maid,29
Sheep Dealer,29
Shepperd,29
Ship Rigger,29
Ship Yard Labour,29
Shopman Hardware,29
Shopwoman Drapery,29
Sorting Clerk G P O,29
Stationer's Assistant,29
Stone Polisher,29
Teacher Convent School,29
Teacher in National School,29
Thread Spinner,29
Tobacco Stripper,29
Twine Twister,29
Umbrella Maker,29
Undergraduate R.U.I,29
Waver Linen,29
Apprentice Linen Trade,28
Apprentice to Dressmaker,28
Assistant Publican,28
Asylum Attendt,28
Attending School Scholar,28
B. Smith,28
Billiard Maker,28
Brassfounder,28
Comercial Traveller,28
Constable R I Consty,28
Cook Domestic Ser,28
Council Labourer,28
Daily Work,28
Dealer General,28
Dealer in Delph,28
Doffer in Factory,28
Domestic Servant (Nurse),28
Domestic Servt.,28
Education of Youth,28
Embroideress,28
Engine Driver in Factory,28
F. Servant,28
Farmer and Shepherd,28
Farmer-Retired,28
Farmers Dughter,28
Flax Ruffer,28
Flax Yarn Winder,28
G Labour,28
Gardener Unemployed,28
Gas Engineer,28
Gate Lodge Keeper,28
Gen Dealer,28
Gen. Servant Domestic,28
General Blacksmith,28
General servant,28
Genl Serv Domestic,28
House-Painter,28
Income Derived from House Property,28
Income From Houses,28
Iron Turner in Foundry,28
Labour Gen,28
Labourer in Biscuit Factory,28
Labourer in Saw Mill,28
Labourer in Spinning Mill,28
Lady Farmer,28
Laundry Girl,28
Leabour,28
Librarian,28
Linen Ornamenter,28
Machine Boy in Spinning Mill,28
Mason (Stone),28
Master Blacksmith,28
Mattress Maker,28
Mechanic Fitter,28
Milliner and Dressmaker,28
Mineral Water Manufacturer,28
Money Invested,28
None Scholar,28
Not Attending,28
Nurse Hospital,28
Ordinary Nurse,28
Packer in Laundry,28
Page Boy,28
Plumbers Labourer,28
Porter in Shop,28
Post-Boy,28
Power Loom Linen Weaver,28
Reeler in a Spinning Mill,28
Religiense,28
Retired General Servant Domestic,28
Retired Laundress,28
Saddler Master,28
Samster,28
Shepherd Daughter,28
Shoemaker's Wife,28
Shop Keeping,28
Shopkeeper's Wife,28
Shorthand Writer,28
Shorthand Writer and Typist,28
Smoother in Warehouse,28
Spinner Wool,28
Spreader Flax,28
Surgeon and Physician,28
Tea Porter,28
Timber Clerk,28
Tramway Labourer,28
Traveler,28
Unemployed Domestic Servant,28
Yarn Weaver,28
A School,27
Agricultural Laborour,27
Agrlt Labourer,27
Assisting at Home,27
Bailiff,27
Blacksmiths Wife,27
Book Sewer,27
Butcher's Porter,27
Butter Maker,27
C Weaver,27
Clergyman Church of Ireland,27
Coal Agent,27
Coastguard,27
Colporteur,27
Confectioners Assistant,27
Costumier,27
Cottar,27
Dairy Maid Domestic,27
Dealer Fruit,27
Diaper Weaver,27
Domestic Servant Coach Man,27
Drawer in,27
Dressmakers Apprentice,27
Factory Reeler,27
Farm Laburer,27
Farm Servant Unemployed,27
Farmer Nephew,27
Farmer's Aunt,27
Farmer's Daughters,27
Farmer's Daugter,27
Farmers Father,27
Flax Spiner,27
Folder in Factory,27
Form Labourer,27
Fowl Butcher,27
Ganger on Railway,27
Gardener-Domestic,27
Gen-Labourer,27
General Labours,27
General S Domestic,27
General Serv. Domestic,27
Going School,27
Going to school,27
Grinder,27
Grocers Shopman,27
Handkerchief Stitcher,27
Houswife,27
Insurance Manager,27
Iron-Moulder,27
Labourer (Agr),27
Labourer in Coal Yard,27
Labourer in Felt Works,27
Lady's Companion,27
Laundry Manager,27
Light House Keeper,27
Linen Damask Weaver,27
Machinest in Wareroom,27
Machinist in Shirt Factory,27
Member of Community,27
Merchant Seaman,27
Milliner and Sales,27
Net Mender,27
Nurse (Hospital),27
Oiler,27
Quilter,27
R Catholic Clergyman,27
R.C. Priest,27
Railway Carter,27
Reeler in Linen Factory,27
Religious Devoted to the Instruction of the Poor,27
Retired Master Mariner,27
Retired N. Teacher,27
Rly Porter,27
Seamstess,27
Ship Assistant,27
Skilled Labourer,27
Stonebreaker,27
Store Labourer,27
Tailor Cutter,27
Teacher N. S.,27
Telegraph Boy,27
Telegraph Lineman,27
Waiter Hotel,27
Warder-Prison Service,27
Worker in Factory,27
Advertising Agent,26
Agrictural Labourer,26
Agricultural Labourer Farm Servant,26
Agricultural Labourer Son,26
Agricultural Labourers Son,26
Agricultural Labrourer,26
Agricultural Laburer,26
Apprentice Bricklayer,26
At School Scholar,26
At home,26
Attending Household,26
Auctioneers Clerk,26
Beetling Engineman,26
Biscuit Baker,26
Brick Labourer,26
Brick-Layer,26
Butcher Porter,26
Canal Boatman,26
Cap Maker,26
Cattle Exporter,26
Constable R.I. Constabulary,26
Cotton Embroiderer,26
Creamery Engine Driver,26
Dairywoman,26
Dealer in Hardware,26
Domestic House Maid,26
Domestic S,26
Domestic Service,26
Dressmaker Unemployed,26
Driller in Shipyard,26
Engineers Apprentice,26
Farmer and Postmaster,26
Farmer's Daughte,26
Farmer's Sister in Law,26
Farmer's Son Scholar,26
Farmer's Son and Fisherman,26
Farmers Dau,26
Farmers Dgtr,26
Farming Son,26
Farming and Fishing,26
Fireman on Railway,26
Fisherman's Daughter,26
Flax Doffer in Mill,26
"General Labourer, Not Attending School",26
General Porter,26
General-Servant Domestic,26
Genral Servant,26
Governess Domestic Servant,26
Grocer Shopkeeper,26
Hardware Clerk,26
Head Gardener,26
Help,26
Hem-Stitcher,26
Herd and Agricultural Labourer,26
Hostler,26
House Dealer,26
House Keep,26
House Property Owner,26
Housekeeper Domestic Servt,26
Ironmonger Assistant,26
Labourer Agr.,26
Labourer Farmer,26
Labourer in Brick Yard,26
Labourer in Farm,26
Labourer-Gen,26
Laundress Domestic Servt,26
Linen Thread Winder,26
Linen Yarn Bundler,26
Merchants Daughter,26
Message Girl,26
Mill Owner,26
News Vender,26
No Trade or Profession,26
Nurse (Domestic Servant),26
Nursery Man,26
PE Army Pensioner,26
Packer in Biscuit Factory,26
Paper Mill Worker,26
"Parlour Maid, Domestic Servant",26
Parlour Maid-Domestic,26
Pawnbroker's Assistant,26
Provision Shop Keeper,26
R Catholic Curate,26
R I Constabulary,26
Railway Pensioner,26
Retired Farmers,26
Rivet Heater,26
Road Contracter,26
Saddler and Harness Maker,26
Salvation Army Officer,26
Servant Domestic General,26
Shop Keepers Son,26
Shopkeeper-Grocer,26
Silk Winder,26
Street Musician,26
Superintendent,26
Tailor's Cutter,26
Tobacconist Assistant,26
Tram Labourer,26
Weaver (Cotton),26
Winder Linen Yarn,26
Wool-Spinner,26
Works on the Farm,26
Agricultural labourer,25
Apprentice Cabinet Maker,25
Apprentice Dress Maker,25
Army Pensioner and Farmer,25
Bank Agent,25
Barrister in Practice,25
Bicycle Mechanic,25
Biscuit Factory Girl,25
Bleacher Linen,25
Boat-Man,25
Body Maker,25
Builders Foreman,25
Butter,25
Car Propritor,25
Caretaker and Herd,25
Chool,25
Clerk Linen Trade,25
Constable of R.I.C,25
Cook - Domestic,25
Copper Miner,25
Court Keeper,25
Domestic Coachman,25
Draper Shopman,25
Drawer in Factory,25
Embroidery Sewer,25
Farm Holder,25
Farm Labourer Unemployed,25
Farm Wife,25
Farmer Dau,25
Farmer Sons,25
Farmer's Father,25
Farmers Aunt,25
Farmers Neice,25
Fitters Helper,25
Flax Dealer,25
Folder in Wareroom,25
Furniture Porter,25
Game-Keeper,25
Gen Farm Labr,25
General Servant-Domestic Unemployed,25
General Servent Domestic,25
General Shop Keeper,25
Grocer Shop Assistant,25
Grocer and Provision Dealer,25
Grocers Daughter,25
Hack Car Driver,25
Horse Jockey,25
Housemaid (Domestic Servant),25
Housemaid - Domestic Servant,25
Houseworker,25
In House,25
Infirm,25
Labourer and Farmer,25
Labourer in Tobacco Factory,25
Labourer in Tweed Factory,25
Labourers Mother,25
Ladies Companion,25
Ladys Maid Domestic Servant,25
Light Porter,25
Linnen Waver,25
Machineman,25
Machinist in Wareroom,25
Malthouse Man,25
Member of Sarets Comty,25
Merchant's Daughter,25
Milk Factory Hand,25
Millinar,25
No Work,25
Nun and Teacher,25
Page,25
Plumber's Apprentice,25
Publican Shop Keeper,25
Publican Shopkeeper,25
Railway Policeman,25
Retired Engineer,25
Retired Lady,25
Retired Sea Captain,25
Retired Tailor,25
Sales Man,25
Scholr,25
Seamen,25
Sister in Law,25
Soldier Pensioner,25
Sub Post Master,25
Tailors Machinist,25
