occupationTmp,count
Lieutenant R I (Retired),1
Lieutenant R N,1
Lieutenant R N Retired,1
Lieutenant R.N. Active,1
Lieutenant R.N. Active List Coast Guard,1
Lieutenant R.N. Retired,1
Lieutenant Roy: Arty Active List,1
Lieutenant Royal Army,1
Lieutenant Royal Artillery,2
Lieutenant Royal Navy,3
Lieutenant Royal Navy Active List,2
Lieutenant S A,2
Lieutenant S. Army,1
Lieutenant Salvation Army,1
Lieutenant and ? 4th 13th Me King's Lpool Regt Active List,1
Lieutenant and Qr Mr Active List Royal Army Medical Corps,1
Lieutenant and Quartermaster Royal Army Medl Corps Active list,1
Lieutenant and Quartermaster Royal Irish and Workers-Active List,1
Lieutenant in Army,1
Lieutenant in Auxiliary Force,1
Lieutenant in Kings Royal Refles,1
Lieutenant in Millin,1
Lieutenant in Navy,1
Lieutenant in the Army Active,1
Lieutenant in the Royal Field Artillery,1
Lieutenant of Militia,1
Lieutenant on Board Ship,1
"Lieutenant, Active List, Royal Marine Light-Infantry",1
"Lieutenant, Late Rieyulaety",1
"Lieutenant, Royal Artillary, Active List",1
"Lieutenat Colonel M W Bengal Med. Serv Retired,",2
Lieuteuant Royal Navy,1
Lieuteute in Dental Surgery Royal College of Surgeons Dentists,1
Lieutiate Phamaceutical Society Ireland,1
Lieutnant on Retired Pay,1
Lieutt Colonel Retired and J. Peace,1
Life Annuity,4
Life Anuity,1
Life Assurance,2
Life Assurance Agent,23
Life Assurance Agent and R.I.C. Pensioner,1
Life Assurance Assist Supt,1
Life Assurance Clerk,1
Life Assurance Collect,1
Life Assurance Collector,1
Life Assurance Inspector,1
Life Assurance Inspector Master of Arts,1
Life Assurance Official,1
Life Assurance Secretary,2
Life Assurance-Superintendant,1
Life Boat Builder,1
Life Insurance (Supt),1
Life Insurance Agent,13
Life Insurance Agent and Army Pensioner,1
Life Insurance Company Domastic,1
Life Insurance Inspector,3
Life Insurance Society and Inspector of Agents,1
Life Insurance Superintendant,1
Life Insurance Superintendent,1
Life Insurance. Agent,1
Life Insurrance Agent,1
Life assurance agent,1
Lift Attendant,1
Lift Boy,1
Lift Man,3
Lift School,1
Lifter,1
Lifter of Wagons at Roy Str,2
Ligal Accountant,1
Ligar Maker,1
Liggestiate and Member of the Pharmaceutical Society of Ireland Pharmaceutical Chemist,1
Ligheterman,1
Lighographic Printer,1
Light Field Artilary Armey Pensioner,1
Light Ho Keeper,1
Light House,1
Light House Keeper,27
Light House Pentioner,1
Light Housekeeper,2
Light Infantry Soldier Yorkshire,1
Light Iron Worker,1
Light Keeper T L,1
Light Keeper T.L,1
Light Keeper and Naval Pensioner,1
Light Keeper on Irish Lightship,1
Light Keeper's Daughter,2
Light Keeper's Wife,1
Light Keepers Wife,2
Light Keepers wife,1
Light Porter,25
Light Porter Hotel,1
Light Porter Shop,2
Light Porter Unemployed,1
Light Porter and Messenger,1
Light Porter in Ws Washington,1
Light Portes,1
Light Ship Keeper,1
Light Ship Maker,1
Light Ship Man,2
Light Ship Seaman Sailor,1
Light Ship Service,1
Light Shipman,1
Light Shipman Seaman,1
Light Ships Seaman,1
Light Watch Man in Gasworks,1
Light Watchman,1
Light Works Stoker Electric,1
Light keeper,1
Light-House-Keeper,1
Light-Keeper,1
Light-Shop Mate,1
Lightchip Seaman,1
Lighter Boat Capt.,1
Lighter Captain,4
Lighter Hauler,1
Lighter Labourer,1
Lighter Man,33
Lighter Master,4
Lighter and Master,1
Lighter man,1
Lighter-Man,4
Lighterman,30
"Lighterman ""Retired""",1
Lighterman on Boat,7
Lighterman's Wife,1
Lightermans Daughter,1
Lightermans Wife,1
Lighternan,1
Lighthouse,1
Lighthouse Keeper,61
Lighthouse Keeper - Irish Lights Officer Dublin,1
Lighthouse Keeper - Principal,1
Lighthouse Keeper Irish Light Service,1
"Lighthouse, Keeper. Irish Light Service",1
"Lighthouse, Keeper. Irish Lights Service",1
Lighting Inspector,1
Lightkeeper,71
Lightkeeper Wife,1
Lightographer Printer,1
Lightship Carpenter,1
Lightship Lamplight,2
Lightship Man Sailor,1
Lightship Master,2
Lightship Mate,1
Lightship Sailor,1
Lightship Seaman,9
Lightship Service,1
Lightshops Fog Signal Man,1
Ligter Man,1
Liguor Trader,1
Liho Artist,1
Like Occupation,1
Lillen Weaver,4
Lillian Maker,1
Lily Clerk,1
Lim R. N Retired,1
Liman Merchant Ser,1
Lime - Stone Quarry Manager,1
Lime Agent,1
Lime Burner,21
Lime Burner Labourer,1
Lime Burner and Carter,1
Lime Burners Helper,1
Lime Carrier,3
Lime Clerk,1
Lime Filler,1
Lime Keeper,3
Lime Keeper in ? Stables,1
Lime Keeper in Distellery,2
Lime Keeper in Factory,1
Lime Kiln Labour,1
Lime Kiln Labourer,1
Lime Manufactrur,1
Lime Manufacturer,1
Lime Merchant,7
Lime Merchant and Publican,1
Lime Quarry Labourer,1
Lime St. Quarry Man,1
Lime Stone Contractor,3
Lime Stone Quarryman,3
Lime Washer,1
Lime Worker,1
Lime Works,1
Lime and Sand Store Labourer,1
Lime keeper,1
Lime-Curnor,1
Lime-Keeper,1
Limeburner,2
Limekeeper,3
Limekeeper Brewery,1
Limeman,1
Limen Lapper,1
Limen Seuer,1
Limen Sewer,1
Limener Weaver,1
Limer Seuer,1
Limer Weaver,1
Limerick Clothing Factory,1
Limerick Harbour Cone M Ms Secretary,1
Limerick House Georges St,1
Limerick Lace,2
Limerick Lace Maker,1
Limerick Lace Manufacturer,1
Limerick Lace Waker,1
Limerick Lace Worker,16
Limerick Sale Worker,1
Limerick and Counicil Officer,1
Limerick. L. Worker,1
Limes,2
Limes Washer,1
Limeston Quarry Labourer,1
"Limeston, Quarry Labourer",1
Limestone Carter,1
Limestone Labourer,2
Limestone Miner,1
Limestone Quarrerer,1
Limestone Quarry Labourer,37
Limestone Quarry Man,1
Limestone Quarryman,24
Limestone Quarryman Labourer,1
Limestone Trimmer,1
Limited Coy. Secretary - Printing Business,1
Limk City A. Militia and Labourer,1
Limk Fac Worker,1
Limk Lace Worker,1
Limmer of Coal,1
Limned Vintner,1
Limner,1
Limrk Lace Worker,1
Limstone Labourer,1
Limt Vendor,1
Lin I Works,1
Lin Smith,3
Lin Spreader,1
Lin Weaver,7
Lin Weaver Factory,2
Lin Worker,2
Lin Yarn Winder,2
Lina Warehouse,1
Lina Weaver,1
Linan Bleacher,1
Linan Spinner,1
Linan Weaver,8
Linar Winder in Factory,1
Lincenced Victualer,1
Lincensed Car Driver,1
Lincensed Grocer,1
Lincensed H Car Driver,2
Lincensed Publican,1
Lincensed Vintner,1
Lind Scutcher,1
Linder Winder,2
Line Dresser,1
Line Etcher,1
Line Factory Weaver,1
Line Folder,1
Line Lapper,1
Line Man Apprenties,1
Line Man Telegraphy P L,1
Line Man in Factory,1
Line Picker,1
Line Preparer Linen Mill,1
Line Prepating Over Looker,1
Line Realeer in Mill,1
Line Smith,1
Line Storeman,1
Line Walker in Dublin C W Works,2
Line Weaver,7
Line Winder,2
Line Yan Winder,1
Line Yard Properietor,1
Line Yarn Blacher,1
Line Yarn Reeler in Linen Mill,1
Line by Farm,2
Line-Smith,1
Line-Stock Dealer,1
Linean Packer,1
Linean Winder,1
Linear Weaver,3
Linech,2
Lineen Weaver,1
Lineman,8
Lineman (Postal Telgraph),1
Lineman Electric Tramway Co,1
Lineman Engineering Branch Postal Telegraph Dept,1
Lineman Engineering Department G.P.O,1
Lineman G. P. O,1
Lineman G. P. O Telegraph,1
Lineman G.P.O,3
Lineman G.P.O.,1
Lineman Post Office Telegraphs,1
Lineman Postal Telegraph,1
Lineman Postal Telegraphs,3
Lineman Superannuated from the Telegraph Dept of the G.P.O,1
Lineman at Dyeworks,1
Lineman in the Engineering Department Civil Service,1
Lineman of Postal Telegraph,1
Lineman on Railway,1
"Lineman, Engineering Dep G.P.O.",1
Lineman-Postal Tele Dept,1
Linen,6
Linen (Cambric) Weaver,6
Linen (Damask) Weaver,2
Linen (Mill) Winder,1
Linen (Retired) Yarn Bundler,1
Linen (Weaver),1
Linen - Laffer,1
Linen - Lapper,2
Linen - Warp - Winder,1
Linen - Weaver,11
Linen - Winder,2
Linen 1/2 time Doffer,1
Linen ? Winder in Linen Factory,1
Linen ?man,1
Linen A Weaver,1
Linen Agent,14
"Linen Agent, Manchester",1
Linen App Clerk,1
Linen Apprentic,1
Linen Apprentice,24
Linen Apprentice Factory Manager,1
Linen Apprentice Machanic,1
Linen Apprentice Office,1
Linen Apprentice Ornantor,1
Linen Apprentice Tenter,1
Linen Assistant,1
Linen Assistant and Cloth Passer,1
Linen Backing Winding Factory,1
Linen Bag Cutter,1
Linen Baller,4
Linen Banker,2
Linen Basness,1
Linen Batler,2
Linen Baton Filler,1
Linen Beam Wheeler,1
Linen Beamer,9
Linen Beamer in Factory,1
Linen Beamer-Dresser,1
Linen Bearner,1
Linen Beatler,1
Linen Beattler,1
Linen Beetilor,1
Linen Beetler,70
Linen Beetler and Farmer,1
Linen Beetler in Beetling Mill,2
Linen Beetler in Dye Mill,1
Linen Beetler in a Factory,1
Linen Beetling Engine Man,1
Linen Beetling Engineman,1
Linen Beetter,1
Linen Beitler,1
Linen Betler Engine Man,1
Linen Betteler,2
Linen Bettler,20
Linen Bettler in Dyeworks,1
Linen Bettling Engineman,1
Linen Binder,1
Linen Binding Maker,1
Linen Bitelin Ingnman,1
Linen Blacker,1
Linen Bleach Field Labourer,1
Linen Bleach Work Labourer,1
Linen Bleach Worker,2
Linen Bleach Works Labourer,1
Linen Bleach Works Managing Director,1
Linen Bleach worker,2
Linen Bleach-Labourer,1
Linen Bleache in Factory,1
Linen Bleacher,257
Linen Bleacher (Foreman),1
Linen Bleacher (Master),2
Linen Bleacher Apprints,1
Linen Bleacher Labourer,1
Linen Bleacher Unemployed,2
Linen Bleacher in Bleach Green,1
Linen Bleacher in Bleach Works,1
Linen Bleacher in Bleach-Green,1
Linen Bleacher in Bleaching and Dye Works,1
Linen Bleacher in Bleack Works,2
Linen Bleacher in Factory,1
Linen Bleacher's Labourer,1
"Linen Bleacher, Farm Labourer",1
Linen Bleachers,1
Linen Bleaching,2
Linen Bleachwork Carter,1
Linen Bleachworks,1
Linen Bleasher,1
Linen Bleatcher,2
Linen Bleecher,1
Linen Blletler,1
Linen Bluer,3
Linen Bobin Winder,1
Linen Book Keeper,1
Linen Brawer Mill Worker,1
Linen Broad Weaver,1
Linen Buisness,1
Linen Bundler,2
Linen Busines,1
Linen Business,64
Linen Business (Weaver),1
Linen Business - Foreman,2
Linen Business Apprentice,1
Linen Business Assistant,1
Linen Business Assistant Collar and Cuff Trade,1
Linen Business Commercial Clerk,2
Linen Business Commercial Traveller,1
Linen Business Man,2
Linen Business Ornamentor,1
Linen Business Warehouseman,1
Linen Business Wareroom assistent,1
Linen Business-Hemstitcher,1
Linen Business-Managing Director Flax Spg. Mill,1
Linen Butcher,2
Linen Butlar,1
Linen Butler,66
Linen Butler in Dye Works,1
Linen Butter,4
Linen Butter Mill Worker,1
Linen Buttler,3
Linen Button Holer,1
Linen Buyer,3
Linen Cacher,1
Linen Calanderer,1
Linen Cambric,1
Linen Cambric Weaver,44
Linen Capper,5
Linen Card Boy,1
Linen Card Lacer,1
Linen Carder,16
Linen Carder in Factory,1
Linen Carding Master,1
Linen Carter,2
Linen Cashier,1
Linen Cashiers,1
Linen Catton Weaver,1
Linen Cellar Turner,1
Linen Clark Factory,1
Linen Cleaner,1
Linen Clerck,1
Linen Clerk,33
Linen Clerk (Factory),1
Linen Clerk (Warehouse),2
Linen Clerk Merchant's,1
Linen Clerk in Factory,1
Linen Clerkess Warehouse,1
Linen Cloth Bleacher,1
Linen Cloth Blecher,1
Linen Cloth Coopper,1
Linen Cloth Cropper,1
Linen Cloth Cutter,1
Linen Cloth Examiner,2
Linen Cloth Examiner and Pensioner R.I.C,1
Linen Cloth Finisher,10
Linen Cloth Folder,2
Linen Cloth Folding,1
Linen Cloth Framer,1
Linen Cloth Inspector,1
Linen Cloth Labourer,1
Linen Cloth Maker,1
Linen Cloth Marker,3
Linen Cloth Office,1
Linen Cloth Packer,1
Linen Cloth Paoser,1
Linen Cloth Passer,22
Linen Cloth Picker,2
Linen Cloth Presser,1
Linen Cloth Starcher,1
Linen Cloth Washer,1
Linen Cloth Worker,1
Linen Cloth-Passer,1
Linen Clothpasser,4
Linen Colear Maker,1
Linen Colen Maker,1
Linen Collar Cutter,2
Linen Collar Maker,5
Linen Collar Manufacturer,2
Linen Collar Runner,1
Linen Collar Stamped,1
Linen Collar Stitcher,1
Linen Collar Worker,4
Linen Collar Worker and Income from Houses,1
Linen Collar and Cuff Manufactor,1
Linen Collar and Front Manufacturer,1
Linen Collar-Stitcher,2
Linen Collor Cutter,1
Linen Collor Maker,2
Linen Commercial Clerk,1
Linen Commission Agent,1
Linen Commisson Agent,1
Linen Commr Merchant,1
Linen Copper,1
Linen Cordar,1
Linen Corporal Royal Scottish Reserves,1
Linen Cotton Cloth Finisher,1
Linen Cotton Finisher,1
Linen Cotton Manufacturer-Master,1
Linen Cotton Spinner,1
Linen Cotton Unin Weaver,2
Linen Cotton and Woollen Merchant,1
Linen Crisper,6
Linen Cropen,1
Linen Cropper,4
Linen Cutter,11
Linen D.S.K Weaver,2
Linen Damask Manufacturer,2
Linen Damask Weaver,27
Linen Damask of Shirt and Collar Manufacturer,1
Linen Damper,1
Linen Damper in Beetle Mill,1
Linen Darien,1
Linen Darner,1
Linen Dealer,1
Linen Designer,3
Linen Dividends,1
Linen Dofer,1
Linen Doffer,61
Linen Doffer Masters,1
Linen Doffer Mill,1
Linen Doffer Mill Worker,10
Linen Doffer Millworker,3
Linen Doffer Spinning Room,1
Linen Doffer Time Millworker (Half),1
Linen Doffer in Mill,6
Linen Doffer in Spinner Factory,2
Linen Doffers,2
Linen Doffing Mistress,1
Linen Domestc Weaver,1
Linen Drap Domestic Servant,1
Linen Draper,16
Linen Draper's Assistant,2
Linen Drapers Assistant,1
Linen Drawer,34
Linen Drawer In,3
Linen Drawer Inn,1
Linen Drawer Mill Worker,2
Linen Drawer in,3
Linen Drawer in Factory,2
Linen Drawer in Flax Spreader,2
Linen Drawer in Mill,1
Linen Drawer-in,2
Linen Drawing,2
Linen Drawing in Master,1
Linen Dreser,1
Linen Dresser,32
Linen Dresser Factory Worker,1
Linen Dresser Mill Worker,1
Linen Drier,5
Linen Droffer Time (Half),1
Linen Drower In,1
Linen Dryer,1
Linen Dyer,22
Linen Dyers,3
Linen Dyers Assistant,1
Linen Dyers Labourer,1
Linen Dyers Ladner,1
Linen Ember Printer,1
Linen Embrider,1
Linen Embroderer,1
Linen Embrodery,1
Linen Embroider,6
Linen Embroiderer,19
Linen Embroidery Printer,1
Linen Embroyder,1
Linen Engine Driver,1
Linen Examiner,17
Linen F Worker,1
Linen F.,1
Linen Factor of Manager,1
Linen Factory,6
Linen Factory Apprentice,1
Linen Factory Assistant Manager,1
Linen Factory Boy,2
Linen Factory Carter,2
Linen Factory Clerk,65
Linen Factory Doffer,1
Linen Factory Drawer H K F S,2
Linen Factory Drawer Th,1
Linen Factory Employe,2
Linen Factory Employee,1
Linen Factory Engine Driver,3
Linen Factory Fire Man,1
Linen Factory Fireman,2
Linen Factory Fitter,1
Linen Factory Gate Keeper,1
Linen Factory Girl,3
Linen Factory Hand,8
Linen Factory Hard,2
Linen Factory Hecker Mill Worker,1
Linen Factory Helper,1
Linen Factory Ingin Driver,1
Linen Factory Labour,1
Linen Factory Labour (General),2
Linen Factory Labourer,64
Linen Factory Linen Weaver,1
Linen Factory Machenist,1
Linen Factory Machine Boy,5
Linen Factory Machinist,2
Linen Factory Manager,18
Linen Factory Manager and Secretary,1
Linen Factory Masheen Room,1
Linen Factory Messenger,1
Linen Factory Mill-Hand,1
Linen Factory Nearcooker,1
Linen Factory Ornamenter,1
Linen Factory Ornamentor,1
Linen Factory Pay Clerk,1
Linen Factory Pirn Winder,3
Linen Factory Reeler,1
Linen Factory Reeler Mill Worker,1
Linen Factory Sorter,1
Linen Factory Store,1
Linen Factory Sweeper,1
Linen Factory Tenter,2
Linen Factory Wages Clerk,1
Linen Factory Waver,1
Linen Factory Weaver,199
Linen Factory Weaving,1
Linen Factory Winder,168
Linen Factory Winding Master,1
Linen Factory Winer,1
Linen Factory Woman,1
Linen Factory Worker,42
Linen Factory Worker Laundry,1
Linen Factory Worker Spinner,1
Linen Factory Worker Weaver,2
Linen Factory Workers,2
Linen Factory Yarn Bundler,3
Linen Factory Yarn Dresser,10
Linen Factory Yarn Dryer,1
Linen Factory Yarn Man,1
Linen Factory Yarn Weaver,1
Linen Factory Yarn Worker,2
"Linen Factory, Bobbin Office Worker",1
Linen Factory-Dower Loom Tentes,1
Linen Factory-Reeler Millworker,4
Linen Factory-Winding Master,1
Linen Facty Weaver,3
Linen Farm Bleacher,2
Linen Farm Bundler,1
Linen Farm Dryer,1
Linen Farm Reeler,1
Linen Farm Spinner,2
Linen Farm Warper,1
Linen Farm Washer Works in Factory,1
Linen Farm Winder,8
Linen Farm Winding Overseer,1
Linen Fettler,1
Linen Fieldman Bleacher,1
Linen Finerish,1
Linen Finesher,2
Linen Finesher Factory,1
Linen Finesther,1
Linen Fininsher,1
Linen Finisher,380
Linen Finisher (Butler),1
Linen Finisher (Grocer),1
Linen Finisher Beetler,2
Linen Finisher Factory Worker,1
Linen Finisher Frames Worker,1
Linen Finisher Labourer in Factory,1
Linen Finisher Unemployed,2
Linen Finisher and Bleachor,1
Linen Finisher and Farmer (Unemployed),1
Linen Finisher and Mill Owner,1
Linen Finisher in Bleach Green,1
Linen Finisher in Bleach Works,2
Linen Finisher in Factory,2
Linen Finisher in L Factory,1
Linen Finishers,4
Linen Finishing,6
Linen Finishing Head,1
Linen Finishing Manager,1
Linen Finistier,1
Linen Finsher,7
Linen Finsher Unemployed,1
Linen Fire Man in Mill,1
Linen Fitter Textile,1
Linen Flax Dresser,1
Linen Flax Mill Doffer,2
Linen Flax Sorter,1
Linen Flax Spinner,4
Linen Flax Spreader,1
Linen Flax Weaver,1
Linen Folder,76
Linen Folder Bleach Works,3
Linen Folder Landry,2
Linen Folder in Blackground,1
Linen Folder in Bleachgreen,1
Linen Folder in Factory,1
Linen Folder in Warehouse,1
Linen Folder in Wareroom,1
Linen Folding,1
Linen Foreman Lapper,1
Linen Foreman Tenter,1
Linen Foreman Yarn Worker,1
Linen Foulder,1
Linen Frame's Worker,1
Linen Framer Works,1
Linen Frames Worker,1
Linen Gase and Flax Merchant,1
Linen General Sarvant Labourer,1
Linen Glosser,4
Linen Grocer Dresser,1
Linen H L Smoother,1
Linen HKf Worker,1
Linen Hacker,1
Linen Hackler,4
Linen Hackler Mill Worker,2
Linen Hadkerchiefs Ornamentor,1
Linen Half Depart,1
Linen Hand Kerchief Trade,1
Linen Hand Kerchief Weaver,3
Linen Hand Kerchief Worker,1
Linen Hand Loom Weaver,6
Linen Hand Loom Weavers,1
Linen Hand Loom Weaving,1
Linen Handerkchif Weaver,1
Linen Handkechif Weaver,1
Linen Handkerchief Ornamenter,1
Linen Handkerchief Sorter,1
Linen Handkerchief Weaver,5
Linen Handkerchiefs Ornamentor,1
Linen Handkerchif Weaver,1
Linen Handkercief Trade Manager-Hemstitching Department,1
Linen Handloom Weaver,1
Linen Hank Winder,1
Linen Hankerchiefs Examiner,1
Linen Hanks Winder,1
Linen Happer,2
Linen Hardware ?,1
Linen Harper in Factory,1
Linen Hawher,1
Linen Hawker,1
Linen Hdkf Manufacturer,3
Linen Hedler,1
Linen Hem Stitcher,4
Linen Hemstitcher,7
Linen Hkf Agent,1
Linen Hkf Hemmer,1
Linen Hkf Veiner,2
Linen Hkf Weaver,6
Linen Hkfs Weaver,6
Linen Hkg Machinist,1
Linen Hooker,1
Linen Hose Keepar,1
Linen Hous Keepar,1
Linen House,2
Linen House Assistant,1
Linen House Manager,1
Linen Hydraulic Pressman,1
Linen Imbroiderer,2
Linen Imbroidrer,1
Linen Industry,2
Linen Iron Boy,1
Linen Keeper,7
Linen Keeper City Council,1
Linen Keeper Domtc Servt,1
Linen Keeper Royal Hospital,1
"Linen Keeper, Domestic Servt",1
Linen Keeper-Domestic Servant,1
Linen Labour,1
Linen Labourer,7
Linen Labourer in Bleach and Dye Works,1
Linen Labourer in Warehouse,1
Linen Labsman,1
Linen Laffer,2
Linen Lagger,1
Linen Landrey,1
Linen Lanking,1
Linen Laper,9
Linen Lapper,585
Linen Lapper (Apprentice),1
Linen Lapper Dep,1
Linen Lapper Factory,1
Linen Lapper Unemployed,4
Linen Lapper Warehouse,1
Linen Lapper and Care Taker,1
Linen Lapper and Measurer,1
Linen Lapper in (Factory),1
Linen Lapper in Mill,1
Linen Lappers,1
Linen Lappery,1
Linen Lapping,1
Linen Lappir,1
Linen Lappor Apperntice,1
Linen Layer,2
Linen Leamer,1
Linen Learl Winding,1
Linen Leather,2
Linen Lenter,1
Linen Light-Glazier,1
Linen Linter,1
Linen Lizer Factory,1
Linen Loft Man,1
Linen Loom Fitter,1
Linen Loom Mounter,1
Linen Loom Tenter,3
Linen Lopin,1
Linen Lopper,8
Linen Lopper in Mill,1
Linen Lupper,1
Linen Machenist Keeper,1
Linen Machine Boy,2
Linen Machine Man,1
Linen Machine Winder,1
Linen Machine Worker,1
Linen Machinest,2
Linen Machinist,7
Linen Machnist,1
Linen Maid,1
Linen Maid Domestic,1
Linen Maker,1
Linen Man-Boiler Maker,1
Linen Manager,8
Linen Manager of Factory,1
Linen Manfacturers Clerk,1
Linen Manfr,1
Linen Manfrs Assistant,1
Linen Manfrs and Assistant,1
Linen Manuf Clerk,1
Linen Manufac,1
Linen Manufacaturer,1
Linen Manufactor,1
Linen Manufactorer,2
Linen Manufactorer's Assistant,1
Linen Manufactory Manager,1
Linen Manufactuer,1
Linen Manufactural Bookkeeper Weaving,1
Linen Manufacture,8
Linen Manufacture Assistant,1
Linen Manufacture Clerk,1
Linen Manufacturer,134
Linen Manufacturer (Master),1
Linen Manufacturer Assistant,1
Linen Manufacturer Clerk,2
Linen Manufacturer I. P.,1
Linen Manufacturer Justic of the Peace,1
Linen Manufacturer Justice of the Peace,1
Linen Manufacturer Magistrate,1
"Linen Manufacturer Magistrate, Master",1
Linen Manufacturer Manager,1
Linen Manufacturer Master,4
Linen Manufacturer P.L.,2
Linen Manufacturer and Farmer,2
Linen Manufacturer and Grocerar,1
Linen Manufacturer and I.P. Co Down,1
Linen Manufacturer and Merchant,3
Linen Manufacturer and Merchant J P.,1
Linen Manufacturer etc,1
Linen Manufacturer's Apprentice,1
Linen Manufacturer's Assistant,4
Linen Manufacturer's Asst,1
Linen Manufacturer's Clerk,1
Linen Manufacturer's Wife,1
Linen Manufacturers Agent,2
Linen Manufacturers Clerk,3
Linen Manufactures,1
Linen Manufactures - Master,1
Linen Manufactures Assistant,1
Linen Manufactures Clerk,1
Linen Manufacturing Apprentice,1
Linen Manufacturs Employee,1
Linen Manufacuture,1
Linen Manufr,2
Linen Manuft,1
Linen Manuftrs Clerk,1
Linen Marker,7
Linen Master,1
Linen Maver,1
Linen Mchts Secretary and Land Agents,1
Linen Measuerer,1
Linen Measuering,1
Linen Measurer,22
Linen Measurer Unemployed,1
Linen Measures,1
Linen Meaver,2
Linen Mechanic in Factory,1
Linen Mechanic in Mill,1
Linen Mer's Apprentice,1
Linen Mercant,1
Linen Merch,1
Linen Merchant,271
Linen Merchant Apprentice,4
Linen Merchant Assistant,2
Linen Merchant Clerk,2
Linen Merchant Commercial Clerk,1
Linen Merchant Magistrate,1
Linen Merchant Manager,1
Linen Merchant Master,2
Linen Merchant Retired,1
Linen Merchant and Bleacher,4
Linen Merchant and Blencher,1
Linen Merchant and Embroider,1
Linen Merchant and Justice of the Peace,1
Linen Merchant and Manufacturer,1
Linen Merchant's App,1
Linen Merchant's Apprentice,1
Linen Merchant's Assistant,2
Linen Merchant's Clerk,2
Linen Merchant's apprentice,1
Linen Merchants,2
Linen Merchants Apprente,1
Linen Merchants Apprentice,1
Linen Merchants Assistant,5
Linen Merchants Clerk,7
Linen Merchants Clerk Assistant,1
Linen Merchants Porter,1
Linen Merchants to Clerk,2
Linen Mercht,1
Linen Merchts Assistant,1
Linen Mert Apprentice,1
Linen Mesaurer,1
Linen Mfr. and Merchant,1
Linen Mill Carder,1
Linen Mill Clark,1
Linen Mill Cleaning Master,1
Linen Mill Doffer,7
Linen Mill Engineer,2
Linen Mill Fireman,1
Linen Mill Girl,5
Linen Mill Hand,1
Linen Mill Labourer,2
Linen Mill Loft Man,1
Linen Mill Machine Boy,1
Linen Mill Manager,4
Linen Mill Millwright,1
Linen Mill Oiler,1
Linen Mill Preparing Master,1
Linen Mill Reeler,56
Linen Mill Reeling Master,1
Linen Mill Rover,1
Linen Mill Spinner,130
Linen Mill Weaver,1
Linen Mill Widing Master,1
Linen Mill Winder,1
Linen Mill Winner,1
Linen Mill Wo,1
Linen Mill Worke,2
Linen Mill Worker,82
Linen Mill Worker (Rougher),1
Linen Mill Worker (Weaver),1
Linen Mill Worker in Drawer,1
Linen Mill Yarn Bundler,2
Linen Mill Yarn Spinner,1
Linen Mill-Hand,1
Linen Mill-Worker,2
Linen Millwork,1
Linen Millworker,9
Linen Millworker-Drawer in Preparing ?on,1
Linen Minder Factory,1
Linen Netter,1
Linen Occupation,1
Linen Office Assistant,1
Linen Office Boy,1
Linen Office Clerk,1
Linen Operator,1
Linen Oramenter,1
Linen Oranmenter,2
Linen Ormantar,1
Linen Ormanter,2
Linen Ormenter,1
Linen Ornamantor,1
Linen Ornament,1
Linen Ornamenter,28
Linen Ornamenton,2
Linen Ornamentor,47
Linen Ornamentor in Wareroom,1
Linen Ornaments,1
Linen Ornementor,2
Linen Overlooker Unemployed,1
Linen Overseer,1
Linen P L Tenter,1
Linen P L Weaver,5
Linen P Loom Enter,1
Linen P Loom Weaver,5
Linen P S Weaver,1
Linen P. L. Tenter,3
Linen P. L. Weaver,1
Linen P.L Tenter,1
Linen P.L. Weaver,2
Linen Packer,29
Linen Packer in Factory,1
Linen Painter,1
Linen Paker,1
Linen Paper Lapper,2
Linen Paper Ornamenter,1
Linen Paperer,2
Linen Passer,4
Linen Passor at Factory,1
Linen Patent Turner,1
Linen Perferator,1
Linen Pern Winder,2
Linen Perrin Winder,2
Linen Pesses,1
Linen Picker,5
Linen Pin Winder,1
Linen Piren Winder,1
Linen Pirn Winder,11
Linen Pirn Windr,1
Linen Pirn Yarn Winder,1
Linen Plain Weaver,1
Linen Plane Weaver,1
Linen Polisher,1
Linen Poor Loom Weaver,1
Linen Porter,1
Linen Posser,1
Linen Power Loom Tenter,10
Linen Power Loom Weaver,10
Linen Power Loon Tenter,1
Linen Power Weaver,1
Linen Prepairer,2
Linen Preparer,10
Linen Preparer Mill Worker,1
Linen Preparer Spinning Mill,1
Linen Preparing Master,3
Linen Preporer Mill Worker,1
Linen Pressman,3
Linen Pricker,1
Linen Print Labour Works,1
Linen Print Worker,2
Linen Printer,9
Linen Printer in Wareroom,1
Linen Privately,1
Linen Pursler,1
Linen Realer,4
Linen Reelar,2
Linen Reeler,309
Linen Reeler (Yarn),1
Linen Reeler Factory Worker,2
Linen Reeler Mill Hand,2
Linen Reeler Mill Worker,10
Linen Reeler Unemployed,1
Linen Reeler Worker,1
Linen Reeler in Factory,3
Linen Reeler in Mill,11
Linen Reeler in Spinning Mill,2
Linen Reeler in Thread Factory,1
Linen Reeler-Yarn,1
Linen Reeling,1
Linen Reelor,1
Linen Reired Weaver,1
Linen Rellar,2
Linen Reller,9
Linen Reller in Mill,2
Linen Retired Weaver,1
Linen Rollar,1
Linen Roller,1
Linen Roller Boy,1
Linen Roller Fluter,1
Linen Rooler Slider,1
Linen Room Maid Domestic,1
Linen Room Worker,1
Linen Room Yarn Worker,1
Linen Rouer,1
