birthplace,country
"Ballypatrick, Co Tip",1
"Ballypatrick, Ireland",Ireland
"Dunlane, Co Antrim",Ireland
Co Navan,1
"Omagh, Co Donegal",Ireland
"Meltownel, Australia",1
"Killmallock, Co Waterford",Ireland
"Clonnel, Co Tipperary",Ireland
Coty Carlow,1
"Kiledmond, Co Carlow",1
"Anisonia, North America",1
Glenmore,1
"Ireland, Co W",Ireland
"Lismore, Co Wat",1
"Abbyfeal, Co Limerick",Ireland
"Hodugh, Co Limk",1
"Camlin, Co Wexford",Ireland
Bornaderg,1
"Roscommon, Co Fermanagh",Ireland
"Maynooth, Co Killen",1
Annahbow,1
Bally Callan,1
"Knockabrana, Co Carlow",1
"Tullon St, Carlow",1
Great Britian,1
Co West Meda,1
"Arran, Ireland",Ireland
"Westmeath, Athloue",1
"""Clogher, Co Tyrone""",Ireland
"Omaha Nips, U S A",United States
Conty Tyron,1
"St Louis Kentwork, USA",1
"Portsmouth, Wicklow",1
"Co Westmeath, Kells",Ireland
"Chatsworth, Kings Co",1
"Athleague, in Co Roscommon",Ireland
"Bawnmore, Queen's Co",1
Baxtryin,1
"Dunmurry, Co Derry",Ireland
Gary Owid,1
"Glengime, Parish of Kelleedy Co Limerick",Ireland
"Smithtown, Co Carlow",1
Kryntzpan,1
"C Armgh, Co Derry",Ireland
"Co Kildare, Bateracy",Ireland
"Co Kildare, Blue Bell",Ireland
In the City of Armagh,1
"Co Down, I D",Ireland
In the Parish of Armagh,1
"Scotchouse, Monaghan",1
Derrycama,1
Scogganstown,1
"Queen Co, Ireland",Ireland
"Mary Krown, London",1
"Lelea, Co Armagh",Ireland
"Ravensdale, Co Louth",Ireland
"Thayetmyo, Burma",1
"Finagh, Co Leitrim",Ireland
"Beaulien, Co Louth",Ireland
"Raheen, Queens Co",1
"Beston, U S America",United States
Kylemore,1
"Kylemore, Galway",1
"Dromin, Kings Co",1
"Curragh, Kings Co",1
"Libery Streets, Cork City",1
"Ennserthy, Co Wexford",Ireland
Assory,1
"Philes Boro, Parish",1
"Co Kildare, Rathongon",Ireland
Oldcastle Co Meath,Ireland
Tawlay,1
Killen,1
South Lough,1
"Kellymuri, Co Down",Ireland
County Antrim Belfast,Ireland
"Co Down, Killinchy Co",Ireland
"Co Down, Castle Wry",Ireland
C Watteford,1
"Mallan, Co Cork",Ireland
"Askamore, County Wexford",1
Mass U S A,United States
Ballyhalk,1
"Radnorshire, Wales",1
"Kene Lagh, Co Dublin",Ireland
"Tenure, Co Dublin",Ireland
"Bombay, East India",India
"County Longford, England",England
"Baldwintown, Co Dublin",Ireland
Co Dubli,1
"King St, Cork City, Dommick St",1
Sity Cork,1
Carregrohane,1
"Ferns, Co Kerry",Ireland
Etaly,1
Northcus S,1
"Killarney, Co Kerry Ireland",Ireland
"Williamstown, Blackrock, Co Dublin",Ireland
"Glenmore, Dungarvan, Co Waterford",Ireland
"Comklin, County Wexford",1
"Dunconnon, Co Wexford",Ireland
"Edenderry, Co Meath",Ireland
"Ovens, Co Co",1
"Woodside, Clarney, Co Cork",Ireland
"Littleisland, Co Cork",Ireland
Kilcatherine,1
"Cork, East R",1
"Co Cork, Canar",Ireland
"County Kerry, Barna",Ireland
Tracton C C,1
"Chathorn, England",England
"Ballenhassy, Co Cork",Ireland
"King St, Cork City, Slandon St",1
South Co Dublin,Ireland
Co Toyrone,1
"Auganur, Q County",1
"Stonepark Aclare, Co Sligo",Ireland
Co Mo,1
Born in County Mayo,1
"Qun Co, Ireland",Ireland
"Heal?town, Co Meath",Ireland
"Banagher, Co D",1
Templeglautur,1
Carneeon,1
"Kings County, Portarlington",1
Nocknee,1
"Co Carlow, Isyomidland",1
"Divernagh, Co Armagh",Ireland
"Ballingarry, Co Tip",1
"Linshoe, Q Co",1
"Virginia, USA",1
Whitty,1
"Gelbad, Co Down",Ireland
Monnagha,1
"Legoniel, Co Antrim",Ireland
"Antrim County, at Pertrush Golf Hotel",1
"Augharosskey, Co Fermanagh",Ireland
"Warren Point, Co Down",Ireland
"Antrim, Toorne",1
"Co Down, Ballyduggan",Ireland
Spaine,1
"Downpack, Co Louth",Ireland
"St Paul Minnesota, United States",1
"Raliney, County Dublin",1
Clonaslu Kings County,1
New Armagh,1
"Lurgan, Co Dublin",Ireland
"Newtown, Not Kenedy, Co Wicklow, Wellington, St Dublin",Ireland
Timore,1
Gloucestie Sh,1
"Moryboro, Queen's County",1
Town Off Mullingar,1
"Co Waterford, Comeragh Irel",Ireland
City Dublin Britian St,1
"Yards, Co Down",Ireland
"Ballyray, Co Down",Ireland
"Loughries, Co Down",Ireland
"Revera, Co Down",Ireland
Dominick St,1
Gloucester St,1
Erris Clare,1
"Lankershire, England",England
"Laop, C Derry",1
"Balbygrubby, Ireland",Ireland
Con W Meath,1
"Mt Rath, Q County",1
C Clere,1
"County Clore, Ireland",Ireland
"Co Roscommon, Stonepark",Ireland
Churchboro,1
Glynor Co Wexford,Ireland
Bill Camp,1
"Tralee, Co Dublin",Ireland
Rathfornham O D,1
Beresford St City of Dublin,1
St Britains Rotard of Capital City of Dublin,1
B Co Wicklow,Ireland
Sandyford Co Dublin,Ireland
"Kings County, Clard",1
"Co Meath, Ashborden",Ireland
"Clare, Kings Co",1
"St John's Clonmel, Tipperary",1
"Co Dublin, Ruthmeans",Ireland
"Queens Co, Stradbally",1
Collins Town,1
Kimmage Co D,1
50 Upper Dorest St,1
10 Lien Hall St,1
Peebles N B,1
"Bermuda, West India",India
"Cape of Good Hope, Africa",1
Garston England,England
United States St,1
"Dunmanway, Co Antrim",Ireland
Clere,1
"Tuam, Ireland, Co Galway",Ireland
"Hollymount, Ireland, Co Mayo",Ireland
Mahagart,1
"Co Derry, Ballyfomelt",Ireland
"Co Derry, Killen",Ireland
"Ballynagard, Co Derry",Ireland
"?, Co Sligo",Ireland
"Carrick on ?, Co Tipperary",Ireland
"Barna, County Galway",1
"Kilbekenny, Co Limk",1
Corough Cork,1
Montrea,1
Knockatricank,1
"Gahannie, Co Cork",Ireland
"Argyleshire, Tarbert",1
"Tyrne, Regis",1
Co Armaah,1
Co Meay,1
"Ireland, C",Ireland
Amiric,1
"Passey, Co Wate",1
"Carberty, Co Kerry",Ireland
"Knockmore, Mayo",1
"Lough, Co Cavan",Ireland
County Glway,1
"Preterd, Co Galway",Ireland
"Killimor, Co Galway",Ireland
"Cle Park, Co Cork",Ireland
Durron,1
"Trels, County of Galway",1
County Clre,1
"Cornshell, Co Derry",Ireland
"Crossmaglerge, Co Armagh",Ireland
"Clones, Ireland",Ireland
"Cloonkeen, Coy Longford",1
"Geevagh, Co Sligo",Ireland
"Gortnasillagh, Co Donegal",Ireland
"Eglinton, County Derry",1
"Leeds, York",1
"Co Longford, I",Ireland
"Swansea, England",England
Co L Down,1
"Derry City, Co Londonderry",1
"Chicago, Ills",1
Lisdillon County,1
"Glenariff, Ireland",Ireland
"Ireland, Co Me",Ireland
Co County Cork,Ireland
"Co Dublin, North",Ireland
"Co Dublin, Crumblin",Ireland
North Sheilds,1
Chancery Place City of Dublin,1
"Co Down, Killybegs",Ireland
"Bally, Co Armagh",Ireland
Somrland,1
Clonaboy,1
Kathaspick,1
Ballymurry,1
"Lishow, C Rosc",1
Clooniquin,1
Inited States America,1
"Co Derry, The Lame",Ireland
"Co Derry, Ploie",Ireland
"Innismain, Co Galway",Ireland
"E R, Cork",1
"Cabace, Co Dublin",Ireland
Clebedon,1
"Dunlain, C Wmeath",1
"Tipperary, Co Down",Ireland
County Dary,1
St Bridgets W Dublin,1
"Rahn, King County",1
"Peake, Co Cork Near Coachford",Ireland
"Suffolk, Engd",1
"Kildare, ?",1
Fletcherstown,1
"Newcastle, Co Dublin",Ireland
"Rushestown, Co Galway",Ireland
"Co Kerry, Listowel, Ireland",Ireland
Harold Stress,1
"Irel, Co Tyrone",Ireland
"Ireland, Co Tyr",Ireland
"Co Derry, Tobbermore",Ireland
"Arandey, Co Wicklow",Ireland
"Springnurent, Co Kilkenny",Ireland
"Killmichy, Queens Co",1
"Drumboat, Co Monaghan",Ireland
"Collinstown, Westmeath",1
"Ringstown, Co Dublin",Ireland
Dunshire,1
Maltin,1
Co Do Newry,1
"Kingstown, Co Galway",Ireland
"India, Allahabad",India
St Roscommon,1
"Pendleton, England",England
"Cornagague, Co Fermanagh",Ireland
Clondalan,1
"Ireland, Dublin County",Ireland
"Fleetwood, County of Lancaster, England",England
Fleet St,1
England Bradford,England
"Newtownards, Ireland",Ireland
"In Ireland, Co D",Ireland
Hillshire,1
"Mount Mullock, Queens Co",1
"Killaloe, Westmeath",1
"Tullyard Cootehill, Co Cavan",Ireland
Street Co Westmeath,Ireland
Town of Co Armagh,Ireland
Rialto,1
"Gair, Co Tipp",1
"Coy Cork, Mallow",1
"Blaney, Co Cork",Ireland
"Athy Town, Co Kildare",Ireland
Co Dowen,1
Harolast,1
County Galway W R,1
"Kilkenny, Kerry",1
"Turrarce, Kerry",1
Bollyclare,1
"Co Waterford, Mallop",Ireland
Cy Maeth,1
"Bermingham, Ireland",Ireland
"Co G, Ireland",Ireland
"Fermoy, Cork Co",1
"County Wicklow, Kilmurry",Ireland
"Ballincollig, Cork County",1
"Pembrokeshire, England",England
"Co Limerick, Germany",Ireland
"Mullaglan, Co Armagh",Ireland
"Donacloney, Down",1
Cyti Belfast,1
Cyt Belfast,1
Caliston,1
"Irinidad, West Indies",1
"Rockstown Balla, Co Mayo, Ireland",Ireland
"Tuam, Co Gal",1
Scotland Forfar,Scotland
Caum Co Cork,Ireland
Sheharia,1
Slumberhills,1
"Ballydarlin, Cork",1
"Russia, Naturalized",1
Ballitay,1
"St Andrews, Fifeshire",1
North Wolwick,1
"Co Dublin, Blackworth",Ireland
"Islandmaree, Co Antrim",Ireland
"Keighley, Yorkshire",1
S R Limerick,1
"Somersetshire, S W England",England
"Banbury, Oxon, England",England
Kellkenny,1
"England, Bourton, Devizes",England
County Limerid,1
Co Limirck,1
"Maine, USA",1
"Parish of Kilcarnan, Co Limerick",Ireland
"Ballymoyer, Co Armagh",Ireland
"Crankey, Co Armagh",Ireland
Carann,1
"?ins, Co Sligo",Ireland
Instiogue,1
"Ballyfruta, Co Limerick",Ireland
"Ballymela, Co Limerick",Ireland
"Banoha, Co Tipperay",1
"Gamgean, Co Limerick",Ireland
"Gurthuna, Co Galway",Ireland
"Cregg Oughterer, Co Galway",Ireland
"Bellamore, Co Galway",Ireland
"Ballina, Co Galway",Ireland
"M?, Co Galway",Ireland
"Glouster, Diamond",1
"Co Wicklow, City of Dublin",Ireland
"England, Sassex",England
"Armagh, Co Aragh",1
"Ep, England",England
"Courts Town, Co Kilkenny",Ireland
County Link,1
"Singapore, W India",India
"Monasterevin , Co Kildare",Ireland
In County of Wicklow,1
"England, St Malryin",England
"Parish, Donaghmore",1
"Meanwood, Yorks",1
"Killeen, Co Tipperary",Ireland
"Ballinleeny, Co Tipperary",Ireland
"Castleblayney, Co Monghan",1
Cty Armagh Belfast,1
"Co Tyrone, Cloaker",Ireland
"Victoria, Co Tyrone",Ireland
"Glebe, Co Tyrone",Ireland
"Derry City, Lisdillon",1
"Clyde Bank, Glasgow",1
Magharmone,1
"Newtown, Belfast",1
Gleneavy,1
Ontaria,1
"In Ireland, Londonderry",Ireland
"Boluary, Co Derry",Ireland
Quin Co Clare,Ireland
"Andalusia, Spain",1
"Midsex, Engld",1
"Clanconnor, Co Mayo",Ireland
"Sullintraiy, Co Londonderry",1
Oglengton,1
"Co Down Bangor, Ireland",Ireland
C Down in Ireland,Ireland
Torfershire,1
Co Antrim Town,Ireland
"County D, Bangor",1
"Pwllheli, West Wales",1
Con Roscom,1
"Born Co Wicklow, Sleignamo",Ireland
"Balsenguila, Co Wicklow",Ireland
"Co Dublin, Kildare",Ireland
"St Gall, Switzerland",1
"Co Down, Banger",Ireland
Ballys Lannon,1
Co Sligow,Ireland
"Mullaghans, Co Armagh",Ireland
"Durawy, Co Antrim",Ireland
South Side Glasgow,1
Co Widow,1
In County Monaghan,1
"Risk Townl'd, Co Antrim",Ireland
"Oaklands, Co Tyrone",Ireland
"Gragne, Co Kilkenny",Ireland
"Mountkelly, C Carlow",1
"Anidele, London",1
County of Cork W K,1
"Rathmew, Co Wicklow",Ireland
"Ballyellen, Co Carlow",1
"Tigroney, Co Wicklow",Ireland
Co Dermanagh,1
"Drumgonler, Co Leitrim",Ireland
"Co Dule, Black Horse Co",1
"Kilabbin, Queens Co",1
Mauritians,1
Dromore County Dn,1
Co Australia,1
"Downpatrick, Co Fermanagh",Ireland
"White Haven, England",England
"Clonmel, Co Tipperay",1
"Gurtnas Kepee, Co Limerick",Ireland
"Drauperstown, Co Derry",Ireland
"Derry City, Co Dey",1
"Kilfane, Co Limerick",Ireland
"County Kerry, Town of Tralee",Ireland
"St Giles, Edinburgh",1
Dinganna,1
"Birmingham, Engd",1
Aylesey,1
"Radeen, Co Wicklow",Ireland
"Haples, Italy",1
"Ireland, Co of Kildare",Ireland
"Wicklow, Dublin",1
Newtonstewart,1
Colmanstown,1
"Termonfeckin, County Louth",1
W N S America,1
"Castlemelon, Co Tyrone",Ireland
Baron,1
Co Phaging,1
"Hounslow, Middn",1
"Ardree, Lanarkshire",1
Maraghacloone,1
Co Down Killough,Ireland
"Birkenhead, Dublin",1
"Killyleath, Co Down",Ireland
Ship Island,1
Wakefield City,1
Devonshire England,England
Lundry,1
"Millisel, Co Down",Ireland
Tshe City off Belfast,1
"Pioche, Nevada, America",1
Angleaca,1
"America, Olivo",1
Chigago City,1
KilKenny Co,1
Norris,1
"Great Mitton, Oxford England",England
"Co Armagh, Ir",Ireland
Co Anrim,1
"Sorrento, Italy",1
Fuerty,1
Magheross,1
Co Miath,1
Couny Cavan,1
"Co Leitrim, Irel",Ireland
"Co Cavan, Ire",Ireland
"Co Roscomn, Ireland",Ireland
"BallonCollig, Co Cork",Ireland
St. Helena,1
Juam Gacoly,1
P Ardagh,1
Co Craml,1
"Scotland, Wick Caithness",Scotland
"West Ackland, Co Durham",1
"Rag Street, Kerry",1
"Tallaght, Kerry",1
"Glasgow City, Ireland",Ireland
"Leveliss, Co Wicklow",Ireland
"Ballycorns, Co Dublin",Ireland
"Co Down, Craigavon",Ireland
"Co Armagh, Mooduck",Ireland
Tore,1
"South Hill, Co Westmeath",Ireland
"S Hills, Co Meath",Ireland
South Ampton,1
"Darlington, England",England
"Co Westmeath, England",England
"Mayworth, Co Ki",1
"Fabey, K C",1
Navin,1
"Spairwell, Co Galway",Ireland
"Cloghan, Kings Co",1
"Md Lea, Eng",1
"Scotland, Dunburton",Scotland
"Glosker, England",England
"Belclare, Co Galway",Ireland
"Ballyclandon, Co Down",Ireland
"Scotland, Portick",Scotland
On The High Leas,1
"Newry, Co down",Ireland
Maghermurphy,1
"England, Co Lancashire",England
"Co Minnesota, America",1
Co Fermnag,1
Lietrim Co,1
"Redwood, Co Tipperary",Ireland
"Ferbane, K C",1
"Limoyle, Co Galway",Ireland
"Co Tyrone, Laurkagh",Ireland
Co of the City of Belfast,1
Roxburgh,1
"C Down, Irela",1
"Pan, France",1
"India, Caulcata",India
Bally beg,1
"C Northumberland, England",England
"England, Yukshire",England
"San Francisco, U.S.A.",1
Co Clonmel,1
"Limerick, Co Louth",Ireland
"Gulmanda, East Indies",1
"County Westmeath, Mullingar",Ireland
"Erggington, Bondfords",1
Mt Pleasent,1
"Barrowin, Furness, Lancashire",1
Moulgomeryshire,1
Douglas Isle off Man,1
Gleno,1
"Ballemena, Co Antrim",Ireland
Stewarts Town Tyrone,1
"Cuskevidale, Co Antrim",Ireland
Lancanfire,1
"Imlick, Co Donegal",Ireland
Belturbeat,1
"Taunton's Shire, England",England
"Rathumberland, Newcastles",1
"Stilloryan, Co Dublin",Ireland
"Drumshambo, Co Leitrim",Ireland
"Clontest, Co Dublin",Ireland
Tilbury Dock,1
"Dunkerrin, Kings Co",1
"Co Louth, Dundalk Town",Ireland
"Shahapur, India",India
"Hawley, Pennsyl?",1
Roscsea Tipperary,1
Island of Tants,1
"Blackcare, Co Antrim",Ireland
"Devonport, Down",1
Northangtogshire,1
"Saltash, Cornwall",1
"Liskeard, Cornwall",1
Deronshire,1
Trinnide W I,1
"Bary, Donegal",1
Barrackstrum,1
Co Doneggal,1
"Peterhead NB, Scotland",Scotland
"Nothumberland, England",England
Luizluskin,1
Lowertown Bridge Westmeath,1
"Dublin, Westmeath",1
"Philadelford, North America",1
"Bristol, Glousteshire",1
"Moonson, Co Kilkenny",Ireland
Cot Daron,1
"Rushbrook, Cork",1
"Marylebone, London",1
"Maidenherd, Berk",1
"Sangrur, India",India
"Murree, India",India
"Cork, India",India
Rawalpindi,1
C Dunigall,1
"Ireland,Co Moy",Ireland
"Bahan, Co Donegal",Ireland
"Minnstinory, Co Donegal",Ireland
"Maglligan, Co Derry",Ireland
"Glendermott, Parish",1
"Maynore, C Donegal",1
"Leitrim, Randalstown, Co Antrim",Ireland
"England, Holywood, Co Down",England
"Birr, Co Tipperary",Ireland
Kil,1
"Barnstaple, Devon",1
Greenfield,1
Edinburgh H,1
"Invernesshire, Portree",1
Luxomburgh,1
"White Yorkshire, England",England
Co Cavan C,Ireland
Swion Mills,1
City of Fermanagh,1
"Sally, Co Down",Ireland
Droghida,1
"Annshinchags, Co Down",Ireland
Ashlone,1
"Portaferry, Ireland",Ireland
"Galston, Scotland",Scotland
"Campsie, Scotland",Scotland
"Mid Calder, Edinburgh",1
"Midlothin, Scotland",Scotland
"Malin Head, Co Donegal",Ireland
"Fanghimale, Co Derry",Ireland
"Eshar, Co Longford",Ireland
"Callheme, Co Donegal",Ireland
"Castlegharter, Co Donegal",Ireland
"Creslough, Co Donegal",Ireland
Co Donegal Muff,Ireland
Derrylane,1
Derylane,1
"BallingLass, County Wicklow",Ireland
"Exchange St, Dublin",1
"City Boston, U S A",United States
Benogue,1
Castlebridge,1
Bermirda,1
Laffalt England,England
"Camolan, Co Wexford",Ireland
"Cronloe, Co Wicklow",Ireland
"Ballinallowe, Co Galway",Ireland
18 Maxwell St off Cork St,1
"Carrick Cottage, Co Armagh",Ireland
"Myahall, Co Carlow",1
Wiclow County,1
"Sherieff St, City Dublin",1
"Mayors St, Dublin City",1
"Baggot St Ln, City Dublin",1
Blakestown,1
Killencoole,1
"County Notts, England",England
Kilkenney C,1
"Co Wicklow, Aughrim",Ireland
"Wicklow, C Aughrim",1
"Werburgh St, Dublin",1
"Dreenan, Co Derry",Ireland
"County Antrim, Strano?m",Ireland
Drendroys,1
Co Loutrin,1
Ow?lace,1
"Glenda, Lough",1
Kilmashogue,1
"Mill Yorkshire, England",England
"Co Dublin, Milltown",Ireland
"Gothenburg, Sweden",1
"Jubber Dublin, Co Wicklow",Ireland
Linclonshire,1
"Laragh, Co Wicklow",Ireland
County of wicklow,1
Stradbally Queens Co I,1
Londonderry I,1
Dundalk Co Louth I,Ireland
"In 15 Stafford St, Dublin",1
Sheriff Hill,1
"Comolum, Co Wexford",Ireland
Co Wefrd,1
Mandlius,1
Tipereary,1
Newcastlewest,1
"Cork City, City of Cork",1
"Mitchelston, Co Cork",Ireland
C Keerry,1
"Parish of Keel, Kerry",1
C Island Kerry,1
Ballybunnion Co Kerry,Ireland
Co Leterm,1
County Kildr,1
Co of England,England
Born Ireland,Ireland
"Ruskey, Donegall",1
"Chester, America, P A",1
B In America,1
County Donagle,1
"Sheskinarnie, Co Donegal",Ireland
Bennekerry,1
"Mountana, United States America",1
"Co Carlow, Magnelstown",1
"Castleternot, Co Kildare",Ireland
"Commer, Co Kilkenny",Ireland
"Kilkenny, Borough",1
"Bally?, Co Waterford",Ireland
Kelrush,1
"Urlingford, Co Kilk",1
"Urlingford, Kilk",1
"In Johnstown, Kilk",1
"France, Pan",1
Barrackton,1
"Kilternan, Co Dublin",Ireland
"Q Co, Mt Mellick",1
"Moyne, Co Mayo",Ireland
"Queens Co, Irela",1
Co Kildangan,1
"Harristown, Co K",1
"Colanaughan, Co Carlow",1
"Co Kildoone, Kildare",1
"Co Kildare, Maddenstown",Ireland
Co Kilda,1
"Old Deer, Co Aberdeen, Scotland",Scotland
"Goangehiggin, Co Kildare",Ireland
"Longtorcen, Co Kildare",Ireland
Corcign,1
"Cannes, Co Wicklow",Ireland
"Ballinacor, Co W",1
"Trooperstown, Co Wick",1
"Clonnellon, Co Westmeath",Ireland
"Dundrum, County Down",Ireland
C Roscommn,1
"Wicklow, Dunlavin",1
"Dysart, Queen's Co",1
"Queens Co, Irelan",1
"Q Co, Mt Melck",1
"Dysart, Q C",1
"Londonde, Co D",1
"Monstrea, Co Waterford",Ireland
"Ballynaboe, Co Donegal",Ireland
"Kilbehenny, Co Limk",1
"Angelsborow, Co Limk",1
Ballyshannoa,1
"Hill, Crosshaven",1
Balclon,1
"Rosina, Kings County",1
"Pattison City, U S America",United States
I City,1
"Ballybofey, Co Tipperary",Ireland
"Inchmore, Westmeath",1
"Q Co, Mt Mellk",1
"Qn Co, Mt Mellk",1
"T?shed, Co Carlow",1
Briston,1
"Co Leitrim, Ballyshannon",Ireland
"Kingsend, Dublin Co",1
"Co Antrim, Killarney",Ireland
"Colraine, Co Londonderry",1
"Crumlin, County Antrim",Ireland
I C,1
"Ballingway, Co Tipperary",Ireland
"Ballingarry, County Tipperary",Ireland
"Boom Hare, L Derry",1
Passage Urit,1
"Doneraile, County Cork",Ireland
"Grange, Co Limerick",Ireland
"Clogher, Co Tip",1
"Gaile, Co Tip",1
County Tippay,1
"N C West, Co Limerick",Ireland
"Glenhest, Co Mayo",Ireland
"In Ireland, Co Water",Ireland
Clouncagh,1
"Ardagh, Co Limk",1
Co Armg,1
"Galbally, Limerick",1
"Dougheraen, Co Leitrim",Ireland
"Kells, Co Mea",1
"Birr, Kerrgse",1
"St Morris, Hants",1
"Coomb, Hospital City",1
Inniskeen,1
Sheffeld,1
"St Peters Fort, Guermsey, C Islands",1
"In America, U S",1
County of Queen,1
"Co Galway, Kilbannon",Ireland
"Howth, C Dublin",1
"Thomastown, Co Dublin",Ireland
Greenck,1
Omach,1
"East Coker, Somerset",1
Glasscow,1
"Scotland, Aeva",Scotland
"Scotland, Prinolethan",Scotland
Co Clark,1
"Antrim, Co Down",Ireland
Durham England,England
"Brocka, Co Wicklow",Ireland
"Desert, County Cork",Ireland
Blackcock,1
Isle of Nignt,1
"In America, Co Cork",Ireland
"Co Dublin, Co Tyrone",Ireland
Belfast Ant,1
"Bath, Co Somersit",1
"England, South St.?",England
Broach India,India
Dungarvin,1
"Kiady, Co Armagh",Ireland
"Burias Ayers, South America",1
Cannonford,1
"Nash, Co Wexford",Ireland
Ahascragh,1
"?, Co Wicklow",Ireland
Suffolk Co,1
Ballyalbana,1
"?, Drumlin",1
"Drumlin, Co Down",Ireland
"Daltrey, Co Dublin",Ireland
"Vittoriosa, Malta",1
"Armaghgore, C Derry",1
"In Warrenpoint, Co Down",Ireland
"Parish of Kill, Co Cavan, Ireland",Ireland
"Drogbeda, Co Louth",Ireland
Gasport Eng,1
Glengary,1
Meath Coy,1
"Feltrim, Co Dublin",Ireland
"Ballymore ,Co Kildare",Ireland
Dells Co Meath,Ireland
Westmeath Fleetwood,1
Westmeth Mullingar,1
Mary Lane,1
"Paiteck, Lanark",1
"Chatham, Eng",1
Hunmenby,1
South St?,1
"Cork, Co Tipperary",Ireland
Town of London,1
Co Leimk,1
"Co Tipperary, Cork",Ireland
Whiteeabby,1
Dinngell,1
"Lattin, Tipp",1
"Sologhead, Tippy",1
"Carnagh, Co Armagh",Ireland
"Portatury, Co Down",Ireland
"Ireland of Jerry, England",England
"Carickmore, Co Tyrone",Ireland
"France, Island",1
"Venkey, Co Kerry",Ireland
Kilmore in a Bed,1
"Cork, Co Louth",Ireland
"Mysore, India",India
"Bangalore, Mysore",1
"Darrow, Queens Co",1
"Leeson St, Dublin",1
Allahabad,1
Araglen,1
"Ross Glass, Belfast",1
"Gortin, Tyrone",1
"Kerr, Kings Co",1
"Rathfarnham, C Dublin",1
Britain Street,1
Co Dublin Dalkey,Ireland
Francies St City,1
"London, Kilkenny",1
London ? Newington,1
Antim,1
"Cork, Baltimore",1
"Cork, Gurtnaclaly",1
"Ballyannan, Co Cork",Ireland
"Cork, Ballinvoher",1
"Co Curran, Co Cork",Ireland
"Newport, England",England
"Charlevills, Co Cork",Ireland
"Boon, Cork",1
"Ireland, Kingscounty",Ireland
County Dubi,1
"Kings, County Dublin, Ireland",Ireland
"Lusk, Dublin County",1
"Malhide, Dublin",1
"Harmony Row, Dublin",1
"Maypole, Mullingar",1
Edinbrough Scotland,Scotland
"Timolin, Co Kildare",Ireland
"Granan, Co Antrim",Ireland
"Antrim, Randalstown",1
"Dungiven, County Derry",1
"Joe, Co Wicklow",Ireland
Thorpe. ER. Yorkshire,1
"Bere Island, Bauty Bay",1
"Ballyfin, Queens Co",1
"Firk, Co Limerick",Ireland
N Co Tipp,1
"Market Hill, Fethard, Co Tipp",1
Bunnmane,1
Bunnmne,1
Bortlaw,1
"Co Galway, Tuan",Ireland
Ball?,1
County kerry,Ireland
"Co Cork, Crooks Town",Ireland
Ballyhooley,1
"Ballyncastle, Co Cork",Ireland
Queen City,1
Cattle Lyons,1
Ballylongford,1
"N York, A",1
"Colchester, Essex, England",England
"Aughavilla, Down",1
"Coolruss, Co Limerick",Ireland
Town of Dundale,1
Ormondmerhit,1
"Cincan ?, America",1
Cork Bardon,1
Flagmount,1
Limrck City,1
"Island Cantry, Canty Kilkeny",1
Co Lamerick,1
"U S A, Buenos Aires",United States
Cork City St Anns P,1
"City of Cork, Irad",1
Glounthaune,1
"City of Cork, Ireln",1
Kilcrea,1
"Mada, E India",India
Dunstall,1
"Co Cork, Clodough",Ireland
Corn Youghal,1
C Westmeath Kilbride,1
"Trales, Co Kerry",Ireland
Co Lime,1
County Kelkenny,1
"Miltown, Co Leitrim",Ireland
"Dublin, India",India
"Rahal, Phindi",1
"City of Dublin, Lo Stephen St",1
"City of Dublin, Brittain St",1
"City of Dublin Georges StCity of Dublin, Georges St",1
Dunagall,1
"Ladytown, Co Kildare",Ireland
Clore,1
Course,1
County Dunegall,1
"Cantry, Canty Kildare",1
"Tralle, Co Kerry",Ireland
C America,1
"Boher?, Co Tip",1
Abbey,1
"Cashel, Co Tipperary, Ireland",Ireland
Tippay,1
"Scotland, Dunshire",Scotland
"Newark, America",1
Kildrins,1
"Mulnamina, Co Donegal",Ireland
Thelworth,1
"Ireland, Co Don",Ireland
"Co Donegal, Arronmore",Ireland
"Sandfield, Donegal",1
"Newyork, A",1
Killneen,1
"Polintamey, Co Antrim",Ireland
"Newton, Co England",England
"Birkenhead, Co England",England
"Lismore, Co Waterford, Co Cork",Ireland
"Dreenagh, Skibbereen",1
"Richford Town, Co Cork",Ireland
"City, Co Cork",Ireland
"Cavan, Co Cork",Ireland
C/o Kildare,1
"Lettergorman, Co Cork",Ireland
"Cattlefield, Co Sligo",Ireland
Galway Co Galway,Ireland
"Born in Delvin, Co Wmeath",1
Born Queenstown,1
"County Cork, East Riding",Ireland
Born Skibbereen,1
"Co Cork, In Ahagha",Ireland
"Bunly, Co Cork",Ireland
Charlement,1
"Tralee, Co Derry",Ireland
Glanmire,1
"C Derry, Clandy",1
"C Derry, Garvagh",1
"Broughan, Co Armagh",Ireland
Co Down Irlad,Ireland
U S A Boston,United States
"Kerry, Bridge St",1
"Kerry, Glenbch",1
"County Tipperary, Clonoulty",Ireland
?elahane,1
Co Kenny Ballyduff,1
New Rhes,1
Hospital,1
Croster Flint,1
Carric Fergus,1
Abbeyleix Queens Co,1
New Castle on Tyne England,England
"Taylorstown, Co Antrim",Ireland
"Douglas, Jom",1
Hill,1
Grimsby,1
"County Somerset, England",England
"Warrenport, County Down",Ireland
Barrow in F,1
"County Tyrone, Cumber",1
